,step1,step2,prediction,gold
1204,1,0,yes,no
1205,1,2,yes,yes
1206,2,3,yes,yes
1207,4,3,yes,no
1208,5,4,yes,no
1209,5,6,yes,yes
1210,7,6,yes,no
1211,8,7,yes,no
1212,8,9,yes,yes
1213,9,10,yes,yes
1214,11,10,yes,no
1215,0,1,yes,yes
1216,2,1,no,no
1217,2,3,yes,yes
1218,4,3,yes,no
1219,5,4,yes,no
1220,6,5,yes,no
1221,6,7,yes,yes
1222,8,7,yes,no
1223,9,8,yes,no
1224,9,10,yes,yes
1225,10,11,yes,yes
1226,12,11,yes,no
1227,12,13,yes,yes
1228,14,13,yes,no
1229,14,15,yes,yes
1230,15,16,yes,yes
1231,17,16,yes,no
1232,17,18,yes,yes
1233,19,18,no,no
1234,19,20,yes,yes
1235,21,20,yes,no
1236,22,21,yes,no
1237,22,23,yes,yes
1238,0,1,yes,yes
1239,1,2,yes,yes
1240,2,3,yes,yes
1241,4,3,yes,no
1242,5,4,yes,no
1243,6,5,yes,no
1244,7,6,yes,no
1245,7,8,yes,yes
1246,8,9,yes,yes
1247,10,9,yes,no
1248,10,11,yes,yes
1249,12,11,yes,no
1250,12,13,yes,yes
1251,14,13,yes,no
1252,14,15,yes,yes
1253,15,16,no,yes
1254,16,17,yes,yes
1255,17,18,yes,yes
1256,19,18,yes,no
1257,19,20,yes,yes
1258,20,21,no,yes
1259,21,22,yes,yes
1260,22,23,yes,yes
1261,24,23,yes,no
1262,25,24,no,no
1263,26,25,no,no
1264,1,0,yes,no
1265,1,2,yes,yes
1266,3,2,yes,no
1267,3,4,yes,yes
1268,5,4,yes,no
1269,6,5,yes,no
1270,7,6,yes,no
1271,8,7,yes,no
1272,9,8,yes,no
1273,10,9,yes,no
1274,10,11,yes,yes
1275,12,11,yes,no
1276,13,12,yes,no
1277,13,14,yes,yes
1278,14,15,yes,yes
1279,16,15,yes,no
1280,17,16,yes,no
1281,18,17,yes,no
1282,18,19,yes,yes
1283,20,19,no,no
1284,21,20,yes,no
1285,21,22,yes,yes
1286,23,22,yes,no
1287,24,23,yes,no
1288,25,24,yes,no
1289,26,25,yes,no
1290,26,27,yes,yes
1291,27,28,yes,yes
1292,28,29,yes,yes
1293,0,1,yes,yes
1294,1,2,yes,yes
1295,3,2,yes,no
1296,3,4,yes,yes
1297,5,4,yes,no
1298,6,5,yes,no
1299,7,6,yes,no
1300,8,7,yes,no
1301,9,8,yes,no
1302,9,10,yes,yes
1303,11,10,yes,no
1304,11,12,yes,yes
1305,13,12,yes,no
1306,14,13,yes,no
1307,0,1,yes,yes
1308,1,2,yes,yes
1309,3,2,yes,no
1310,4,3,yes,no
1311,4,5,yes,yes
1312,5,6,yes,yes
1313,6,7,yes,yes
1314,7,8,yes,yes
1315,9,8,yes,no
1316,10,9,yes,no
1317,11,10,yes,no
1318,11,12,yes,yes
1319,12,13,yes,yes
1320,13,14,yes,yes
1321,15,14,yes,no
1322,16,15,yes,no
1323,16,17,yes,yes
1324,17,18,yes,yes
1325,18,19,yes,yes
1326,19,20,yes,yes
1327,0,1,yes,yes
1328,1,2,yes,yes
1329,3,2,yes,no
1330,4,3,yes,no
1331,4,5,yes,yes
1332,5,6,yes,yes
1333,7,6,yes,no
1334,8,7,yes,no
1335,9,8,yes,no
1336,9,10,yes,yes
1337,10,11,yes,yes
1338,1,0,yes,no
1339,2,1,yes,no
1340,3,2,yes,no
1341,3,4,yes,yes
1342,5,4,yes,no
1343,6,5,yes,no
1344,6,7,yes,yes
1345,8,7,yes,no
1346,8,9,yes,yes
1347,9,10,yes,yes
1348,10,11,yes,yes
1349,12,11,yes,no
1350,12,13,yes,yes
1351,14,13,yes,no
1352,15,14,yes,no
1353,15,16,yes,yes
1354,16,17,yes,yes
1355,18,17,yes,no
1356,18,19,yes,yes
1357,20,19,yes,no
1358,20,21,yes,yes
1359,22,21,yes,no
1360,22,23,yes,yes
1361,24,23,yes,no
1362,24,25,yes,yes
1363,25,26,yes,yes
1364,0,1,yes,yes
1365,2,1,yes,no
1366,3,2,yes,no
1367,4,3,yes,no
1368,4,5,yes,yes
1369,6,5,yes,no
1370,6,7,yes,yes
1371,7,8,yes,yes
1372,8,9,yes,yes
1373,9,10,yes,yes
1374,11,10,yes,no
1375,12,11,yes,no
1376,13,12,yes,no
1377,14,13,yes,no
1378,15,14,yes,no
1379,16,15,yes,no
1380,17,16,yes,no
1381,0,1,yes,yes
1382,1,2,yes,yes
1383,3,2,yes,no
1384,4,3,yes,no
1385,4,5,yes,yes
1386,5,6,yes,yes
1387,7,6,yes,no
1388,7,8,yes,yes
1389,8,9,yes,yes
1390,10,9,yes,no
1391,11,10,yes,no
1392,12,11,yes,no
1393,13,12,yes,no
1394,14,13,yes,no
1395,15,14,yes,no
1396,15,16,yes,yes
1397,17,16,yes,no
1398,18,17,yes,no
1399,19,18,yes,no
1400,19,20,yes,yes
1401,20,21,yes,yes
1402,21,22,yes,yes
1403,22,23,yes,yes
1404,23,24,yes,yes
1405,24,25,yes,yes
1406,26,25,yes,no
1407,1,0,yes,no
1408,2,1,no,no
1409,2,3,yes,yes
1410,4,3,yes,no
1411,5,4,yes,no
1412,6,5,yes,no
1413,6,7,yes,yes
1414,7,8,yes,yes
1415,8,9,yes,yes
1416,10,9,yes,no
1417,11,10,yes,no
1418,12,11,yes,no
1419,13,12,no,no
1420,13,14,yes,yes
1421,0,1,yes,yes
1422,1,2,yes,yes
1423,2,3,yes,yes
1424,4,3,yes,no
1425,5,4,yes,no
1426,5,6,yes,yes
1427,6,7,yes,yes
1428,7,8,yes,yes
1429,9,8,yes,no
1430,10,9,yes,no
1431,10,11,yes,yes
1432,12,11,yes,no
1433,13,12,yes,no
1434,14,13,yes,no
1435,14,15,yes,yes
1436,15,16,yes,yes
1437,16,17,yes,yes
1438,17,18,yes,yes
1439,19,18,yes,no
1440,20,19,yes,no
1441,21,20,yes,no
1442,22,21,yes,no
1443,22,23,yes,yes
1444,24,23,yes,no
1445,24,25,yes,yes
1446,26,25,yes,no
1447,0,1,yes,yes
1448,2,1,yes,no
1449,2,3,yes,yes
1450,4,3,yes,no
1451,4,5,yes,yes
1452,5,6,yes,yes
1453,6,7,yes,yes
1454,8,7,yes,no
1455,9,8,yes,no
1456,9,10,yes,yes
1457,10,11,yes,yes
1458,11,12,yes,yes
1459,13,12,yes,no
1460,14,13,yes,no
1461,14,15,yes,yes
1462,15,16,yes,yes
1463,17,16,yes,no
1464,17,18,yes,yes
1465,18,19,yes,yes
1466,19,20,yes,yes
1467,21,20,yes,no
1468,21,22,yes,yes
1469,22,23,yes,yes
1470,0,1,yes,yes
1471,2,1,yes,no
1472,3,2,yes,no
1473,3,4,yes,yes
1474,5,4,yes,no
1475,5,6,yes,yes
1476,6,7,yes,yes
1477,8,7,yes,no
1478,8,9,yes,yes
1479,9,10,yes,yes
1480,10,11,yes,yes
1481,11,12,yes,yes
1482,13,12,yes,no
1483,13,14,yes,yes
1484,15,14,yes,no
1485,16,15,yes,no
1486,17,16,yes,no
1487,18,17,yes,no
1488,18,19,yes,yes
1489,19,20,yes,yes
1490,0,1,yes,yes
1491,2,1,yes,no
1492,2,3,yes,yes
1493,3,4,yes,yes
1494,5,4,yes,no
1495,6,5,yes,no
1496,7,6,yes,no
1497,8,7,yes,no
1498,9,8,yes,no
1499,10,9,yes,no
1500,11,10,yes,no
1501,11,12,yes,yes
1502,12,13,yes,yes
1503,14,13,yes,no
1504,15,14,yes,no
1505,16,15,yes,no
1506,16,17,yes,yes
1507,17,18,yes,yes
1508,19,18,yes,no
1509,19,20,yes,yes
1510,21,20,yes,no
1511,22,21,yes,no
1512,23,22,yes,no
1513,23,24,yes,yes
1514,24,25,yes,yes
1515,26,25,yes,no
1516,27,26,yes,no
1517,27,28,yes,yes
1518,28,29,yes,yes
1519,30,29,yes,no
1520,30,31,yes,yes
1521,32,31,yes,no
1522,32,33,yes,yes
1523,33,34,yes,yes
1524,34,35,yes,yes
1525,36,35,yes,no
1526,36,37,yes,yes
1527,38,37,yes,no
1528,1,0,yes,no
1529,1,2,yes,yes
1530,3,2,yes,no
1531,3,4,yes,yes
1532,5,4,yes,no
1533,5,6,yes,yes
1534,7,6,yes,no
1535,7,8,yes,yes
1536,8,9,yes,yes
1537,10,9,yes,no
1538,11,10,yes,no
1539,11,12,yes,yes
1540,12,13,yes,yes
1541,13,14,yes,yes
1542,15,14,yes,no
1543,16,15,yes,no
1544,17,16,no,no
1545,1,0,yes,no
1546,2,1,yes,no
1547,2,3,yes,yes
1548,3,4,yes,yes
1549,5,4,yes,no
1550,5,6,yes,yes
1551,6,7,yes,yes
1552,8,7,yes,no
1553,8,9,yes,yes
1554,9,10,yes,yes
1555,11,10,yes,no
1556,11,12,yes,yes
1557,13,12,yes,no
1558,14,13,yes,no
1559,15,14,yes,no
1560,16,15,no,no
1561,16,17,yes,yes
1562,0,1,yes,yes
1563,2,1,yes,no
1564,3,2,yes,no
1565,3,4,yes,yes
1566,5,4,yes,no
1567,6,5,yes,no
1568,6,7,yes,yes
1569,7,8,yes,yes
1570,9,8,yes,no
1571,9,10,yes,yes
1572,10,11,yes,yes
1573,11,12,yes,yes
1574,13,12,yes,no
1575,13,14,yes,yes
1576,15,14,yes,no
1577,15,16,yes,yes
1578,16,17,yes,yes
1579,17,18,yes,yes
1580,18,19,yes,yes
1581,20,19,yes,no
1582,20,21,yes,yes
1583,21,22,yes,yes
1584,23,22,yes,no
1585,24,23,yes,no
1586,24,25,yes,yes
1587,25,26,yes,yes
1588,0,1,yes,yes
1589,2,1,yes,no
1590,2,3,yes,yes
1591,4,3,yes,no
1592,4,5,yes,yes
1593,5,6,yes,yes
1594,7,6,yes,no
1595,7,8,yes,yes
1596,8,9,yes,yes
1597,10,9,yes,no
1598,10,11,yes,yes
1599,11,12,yes,yes
1600,12,13,yes,yes
1601,13,14,yes,yes
1602,14,15,yes,yes
1603,16,15,yes,no
1604,16,17,yes,yes
1605,18,17,yes,no
1606,19,18,yes,no
1607,20,19,yes,no
1608,0,1,yes,yes
1609,2,1,yes,no
1610,3,2,yes,no
1611,3,4,yes,yes
1612,4,5,yes,yes
1613,6,5,yes,no
1614,7,6,yes,no
1615,8,7,yes,no
1616,9,8,yes,no
1617,9,10,yes,yes
1618,11,10,yes,no
1619,12,11,yes,no
1620,12,13,yes,yes
1621,14,13,yes,no
1622,0,1,yes,yes
1623,2,1,yes,no
1624,3,2,yes,no
1625,4,3,yes,no
1626,5,4,yes,no
1627,6,5,yes,no
1628,6,7,yes,yes
1629,7,8,yes,yes
1630,9,8,yes,no
1631,9,10,yes,yes
1632,11,10,yes,no
1633,11,12,yes,yes
1634,12,13,yes,yes
1635,14,13,yes,no
1636,15,14,yes,no
1637,16,15,yes,no
1638,17,16,no,no
1639,18,17,yes,no
1640,19,18,yes,no
1641,19,20,yes,yes
1642,1,0,yes,no
1643,1,2,yes,yes
1644,3,2,no,no
1645,3,4,yes,yes
1646,4,5,yes,yes
1647,5,6,no,yes
1648,7,6,no,no
1649,8,7,yes,no
1650,8,9,yes,yes
1651,10,9,yes,no
1652,10,11,yes,yes
1653,1,0,no,no
1654,1,2,yes,yes
1655,2,3,yes,yes
1656,3,4,yes,yes
1657,5,4,yes,no
1658,5,6,yes,yes
1659,6,7,yes,yes
1660,8,7,yes,no
1661,8,9,yes,yes
1662,10,9,yes,no
1663,11,10,yes,no
1664,12,11,yes,no
1665,12,13,yes,yes
1666,14,13,yes,no
1667,14,15,yes,yes
1668,15,16,yes,yes
1669,16,17,yes,yes
1670,18,17,yes,no
1671,18,19,yes,yes
1672,20,19,yes,no
1673,0,1,yes,yes
1674,2,1,yes,no
1675,2,3,yes,yes
1676,4,3,yes,no
1677,4,5,yes,yes
1678,6,5,yes,no
1679,7,6,yes,no
1680,7,8,yes,yes
1681,8,9,yes,yes
1682,9,10,yes,yes
1683,10,11,yes,yes
1684,11,12,yes,yes
1685,12,13,yes,yes
1686,14,13,yes,no
1687,14,15,yes,yes
1688,16,15,yes,no
1689,16,17,yes,yes
1690,1,0,yes,no
1691,1,2,yes,yes
1692,2,3,yes,yes
1693,4,3,yes,no
1694,4,5,yes,yes
1695,6,5,yes,no
1696,6,7,yes,yes
1697,8,7,yes,no
1698,9,8,yes,no
1699,10,9,yes,no
1700,10,11,yes,yes
1701,12,11,yes,no
1702,13,12,yes,no
1703,13,14,yes,yes
1704,15,14,yes,no
1705,16,15,yes,no
1706,16,17,yes,yes
1707,18,17,yes,no
1708,18,19,yes,yes
1709,19,20,yes,yes
1710,20,21,yes,yes
1711,21,22,yes,yes
1712,23,22,yes,no
1713,23,24,yes,yes
1714,25,24,yes,no
1715,26,25,no,no
1716,0,1,yes,yes
1717,1,2,yes,yes
1718,2,3,yes,yes
1719,3,4,yes,yes
1720,4,5,yes,yes
1721,6,5,yes,no
1722,6,7,yes,yes
1723,8,7,yes,no
1724,8,9,yes,yes
1725,9,10,yes,yes
1726,11,10,yes,no
1727,11,12,yes,yes
1728,12,13,yes,yes
1729,13,14,yes,yes
1730,0,1,yes,yes
1731,1,2,yes,yes
1732,3,2,yes,no
1733,4,3,yes,no
1734,5,4,yes,no
1735,6,5,yes,no
1736,6,7,yes,yes
1737,8,7,yes,no
1738,9,8,yes,no
1739,9,10,yes,yes
1740,10,11,yes,yes
1741,11,12,yes,yes
1742,13,12,yes,no
1743,14,13,yes,no
1744,14,15,yes,yes
1745,15,16,yes,yes
1746,16,17,yes,yes
1747,17,18,yes,yes
1748,18,19,yes,yes
1749,20,19,no,no
1750,1,0,yes,no
1751,1,2,yes,yes
1752,3,2,yes,no
1753,4,3,yes,no
1754,5,4,yes,no
1755,5,6,yes,yes
1756,6,7,yes,yes
1757,7,8,yes,yes
1758,8,9,yes,yes
1759,9,10,yes,yes
1760,10,11,yes,yes
1761,12,11,yes,no
1762,13,12,yes,no
1763,13,14,yes,yes
1764,14,15,yes,yes
1765,16,15,yes,no
1766,16,17,yes,yes
1767,17,18,yes,yes
1768,19,18,yes,no
1769,19,20,yes,yes
1770,21,20,yes,no
1771,21,22,yes,yes
1772,22,23,yes,yes
1773,24,23,yes,no
1774,24,25,yes,yes
1775,25,26,yes,yes
1776,26,27,yes,yes
1777,28,27,yes,no
1778,28,29,yes,yes
1779,1,0,yes,no
1780,1,2,yes,yes
1781,2,3,yes,yes
1782,3,4,yes,yes
1783,4,5,yes,yes
1784,6,5,yes,no
1785,7,6,yes,no
1786,8,7,yes,no
1787,8,9,yes,yes
1788,9,10,yes,yes
1789,11,10,yes,no
1790,12,11,yes,no
1791,13,12,yes,no
1792,13,14,yes,yes
1793,15,14,yes,no
1794,16,15,yes,no
1795,16,17,yes,yes
1796,18,17,yes,no
1797,18,19,yes,yes
1798,20,19,yes,no
1799,20,21,yes,yes
1800,22,21,yes,no
1801,23,22,yes,no
1802,24,23,yes,no
1803,25,24,yes,no
1804,25,26,yes,yes
1805,26,27,yes,yes
1806,28,27,yes,no
1807,29,28,yes,no
1808,1,0,yes,no
1809,2,1,yes,no
1810,3,2,yes,no
1811,3,4,yes,yes
1812,5,4,yes,no
1813,6,5,yes,no
1814,6,7,yes,yes
1815,8,7,yes,no
1816,8,9,yes,yes
1817,10,9,yes,no
1818,11,10,no,no
1819,11,12,yes,yes
1820,12,13,yes,yes
1821,13,14,yes,yes
1822,15,14,yes,no
1823,15,16,yes,yes
1824,16,17,yes,yes
1825,18,17,yes,no
1826,18,19,yes,yes
1827,20,19,yes,no
1828,0,1,yes,yes
1829,1,2,yes,yes
1830,3,2,yes,no
1831,4,3,yes,no
1832,4,5,yes,yes
1833,5,6,yes,yes
1834,6,7,yes,yes
1835,7,8,yes,yes
1836,9,8,yes,no
1837,9,10,yes,yes
1838,11,10,no,no
1839,12,11,yes,no
1840,12,13,yes,yes
1841,14,13,yes,no
1842,1,0,yes,no
1843,2,1,no,no
1844,3,2,yes,no
1845,4,3,yes,no
1846,5,4,yes,no
1847,5,6,yes,yes
1848,7,6,yes,no
1849,8,7,yes,no
1850,8,9,yes,yes
1851,9,10,yes,yes
1852,11,10,yes,no
1853,11,12,yes,yes
1854,13,12,yes,no
1855,13,14,yes,yes
1856,14,15,yes,yes
1857,15,16,yes,yes
1858,17,16,yes,no
1859,18,17,yes,no
1860,19,18,yes,no
1861,20,19,yes,no
1862,20,21,yes,yes
1863,21,22,yes,yes
1864,23,22,yes,no
1865,24,23,yes,no
1866,25,24,yes,no
1867,26,25,yes,no
1868,27,26,yes,no
1869,27,28,yes,yes
1870,28,29,yes,yes
1871,1,0,yes,no
1872,2,1,yes,no
1873,2,3,yes,yes
1874,4,3,no,no
1875,4,5,yes,yes
1876,5,6,yes,yes
1877,6,7,yes,yes
1878,7,8,yes,yes
1879,8,9,yes,yes
1880,9,10,yes,yes
1881,10,11,yes,yes
1882,12,11,yes,no
1883,13,12,yes,no
1884,14,13,yes,no
1885,1,0,yes,no
1886,1,2,yes,yes
1887,2,3,yes,yes
1888,3,4,yes,yes
1889,4,5,yes,yes
1890,6,5,yes,no
1891,6,7,yes,yes
1892,7,8,yes,yes
1893,8,9,yes,yes
1894,10,9,yes,no
1895,11,10,yes,no
1896,12,11,yes,no
1897,12,13,yes,yes
1898,13,14,yes,yes
1899,15,14,yes,no
1900,15,16,yes,yes
1901,16,17,yes,yes
1902,17,18,yes,yes
1903,18,19,yes,yes
1904,20,19,no,no
1905,1,0,yes,no
1906,1,2,yes,yes
1907,3,2,yes,no
1908,4,3,yes,no
1909,4,5,yes,yes
1910,5,6,yes,yes
1911,7,6,yes,no
1912,8,7,yes,no
1913,8,9,yes,yes
1914,9,10,yes,yes
1915,11,10,yes,no
1916,12,11,yes,no
1917,13,12,no,no
1918,13,14,yes,yes
1919,1,0,yes,no
1920,1,2,yes,yes
1921,2,3,yes,yes
1922,3,4,yes,yes
1923,5,4,yes,no
1924,6,5,yes,no
1925,6,7,yes,yes
1926,8,7,yes,no
1927,8,9,yes,yes
1928,10,9,yes,no
1929,11,10,yes,no
1930,11,12,yes,yes
1931,13,12,yes,no
1932,14,13,yes,no
1933,14,15,yes,yes
1934,16,15,yes,no
1935,16,17,yes,yes
1936,0,1,yes,yes
1937,2,1,yes,no
1938,2,3,yes,yes
1939,4,3,yes,no
1940,4,5,yes,yes
1941,6,5,yes,no
1942,6,7,yes,yes
1943,8,7,yes,no
1944,8,9,yes,yes
1945,9,10,yes,yes
1946,11,10,yes,no
1947,11,12,yes,yes
1948,13,12,no,no
1949,14,13,yes,no
1950,14,15,yes,yes
1951,15,16,yes,yes
1952,16,17,yes,yes
1953,0,1,yes,yes
1954,2,1,yes,no
1955,2,3,yes,yes
1956,3,4,yes,yes
1957,5,4,yes,no
1958,6,5,yes,no
1959,7,6,yes,no
1960,7,8,yes,yes
1961,8,9,yes,yes
1962,10,9,yes,no
1963,11,10,yes,no
1964,12,11,yes,no
1965,13,12,yes,no
1966,14,13,yes,no
1967,15,14,yes,no
1968,15,16,yes,yes
1969,17,16,yes,no
1970,17,18,yes,yes
1971,18,19,yes,yes
1972,20,19,yes,no
1973,20,21,yes,yes
1974,21,22,yes,yes
1975,23,22,yes,no
1976,24,23,yes,no
1977,25,24,yes,no
1978,26,25,yes,no
1979,27,26,yes,no
1980,28,27,yes,no
1981,29,28,yes,no
1982,30,29,yes,no
1983,31,30,yes,no
1984,31,32,yes,yes
1985,33,32,yes,no
1986,33,34,no,yes
1987,34,35,yes,yes
1988,35,36,yes,yes
1989,36,37,yes,yes
1990,38,37,yes,no
1991,38,39,yes,yes
1992,40,39,yes,no
1993,40,41,yes,yes
1994,42,41,yes,no
1995,43,42,yes,no
1996,44,43,yes,no
1997,0,1,yes,yes
1998,2,1,yes,no
1999,2,3,yes,yes
2000,3,4,yes,yes
2001,5,4,yes,no
2002,5,6,yes,yes
2003,7,6,yes,no
2004,7,8,yes,yes
2005,8,9,yes,yes
2006,10,9,yes,no
2007,11,10,no,no
2008,0,1,yes,yes
2009,2,1,yes,no
2010,3,2,yes,no
2011,3,4,yes,yes
2012,5,4,yes,no
2013,6,5,yes,no
2014,6,7,yes,yes
2015,7,8,yes,yes
2016,8,9,yes,yes
2017,9,10,yes,yes
2018,10,11,yes,yes
2019,0,1,yes,yes
2020,1,2,yes,yes
2021,3,2,yes,no
2022,4,3,yes,no
2023,5,4,yes,no
2024,5,6,yes,yes
2025,7,6,yes,no
2026,8,7,yes,no
2027,9,8,yes,no
2028,10,9,yes,no
2029,11,10,yes,no
2030,12,11,yes,no
2031,13,12,yes,no
2032,14,13,yes,no
2033,15,14,yes,no
2034,16,15,yes,no
2035,17,16,yes,no
2036,17,18,yes,yes
2037,19,18,yes,no
2038,20,19,yes,no
2039,1,0,yes,no
2040,2,1,yes,no
2041,2,3,yes,yes
2042,4,3,yes,no
2043,4,5,yes,yes
2044,6,5,yes,no
2045,6,7,yes,yes
2046,7,8,yes,yes
2047,9,8,yes,no
2048,9,10,yes,yes
2049,10,11,yes,yes
2050,12,11,yes,no
2051,13,12,yes,no
2052,14,13,yes,no
2053,15,14,yes,no
2054,16,15,yes,no
2055,17,16,yes,no
2056,18,17,yes,no
2057,18,19,yes,yes
2058,19,20,yes,yes
2059,20,21,yes,yes
2060,21,22,yes,yes
2061,23,22,yes,no
2062,0,1,yes,yes
2063,1,2,yes,yes
2064,2,3,yes,yes
2065,4,3,yes,no
2066,5,4,yes,no
2067,6,5,yes,no
2068,7,6,yes,no
2069,7,8,yes,yes
2070,9,8,yes,no
2071,9,10,yes,yes
2072,10,11,yes,yes
2073,11,12,yes,yes
2074,12,13,yes,yes
2075,13,14,yes,yes
2076,0,1,yes,yes
2077,1,2,yes,yes
2078,3,2,yes,no
2079,4,3,yes,no
2080,4,5,yes,yes
2081,6,5,yes,no
2082,7,6,yes,no
2083,8,7,yes,no
2084,9,8,yes,no
2085,9,10,yes,yes
2086,11,10,no,no
2087,0,1,yes,yes
2088,1,2,yes,yes
2089,3,2,yes,no
2090,4,3,yes,no
2091,4,5,yes,yes
2092,5,6,yes,yes
2093,7,6,yes,no
2094,7,8,yes,yes
2095,8,9,yes,yes
2096,9,10,yes,yes
2097,10,11,yes,yes
2098,12,11,yes,no
2099,13,12,yes,no
2100,14,13,yes,no
2101,14,15,yes,yes
2102,16,15,yes,no
2103,16,17,yes,yes
2104,18,17,yes,no
2105,18,19,yes,yes
2106,19,20,yes,yes
2107,0,1,yes,yes
2108,2,1,yes,no
2109,2,3,yes,yes
2110,3,4,yes,yes
2111,4,5,yes,yes
2112,6,5,yes,no
2113,6,7,yes,yes
2114,7,8,yes,yes
2115,9,8,yes,no
2116,10,9,yes,no
2117,11,10,yes,no
2118,11,12,yes,yes
2119,13,12,yes,no
2120,13,14,yes,yes
2121,14,15,yes,yes
2122,16,15,yes,no
2123,16,17,yes,yes
2124,18,17,yes,no
2125,19,18,yes,no
2126,20,19,no,no
2127,1,0,yes,no
2128,1,2,yes,yes
2129,2,3,yes,yes
2130,3,4,yes,yes
2131,4,5,yes,yes
2132,5,6,yes,yes
2133,6,7,yes,yes
2134,7,8,yes,yes
2135,8,9,yes,yes
2136,10,9,yes,no
2137,10,11,yes,yes
2138,11,12,yes,yes
2139,12,13,yes,yes
2140,14,13,yes,no
2141,15,14,yes,no
2142,15,16,yes,yes
2143,16,17,yes,yes
2144,0,1,yes,yes
2145,2,1,yes,no
2146,3,2,yes,no
2147,3,4,yes,yes
2148,4,5,yes,yes
2149,6,5,yes,no
2150,6,7,yes,yes
2151,8,7,yes,no
2152,8,9,yes,yes
2153,10,9,no,no
2154,11,10,yes,no
2155,12,11,yes,no
2156,13,12,yes,no
2157,14,13,yes,no
2158,15,14,yes,no
2159,16,15,no,no
2160,17,16,yes,no
2161,18,17,yes,no
2162,18,19,yes,yes
2163,20,19,yes,no
2164,20,21,yes,yes
2165,21,22,yes,yes
2166,23,22,yes,no
2167,23,24,yes,yes
2168,25,24,yes,no
2169,25,26,yes,yes
2170,0,1,yes,yes
2171,2,1,yes,no
2172,3,2,yes,no
2173,3,4,yes,yes
2174,5,4,yes,no
2175,5,6,yes,yes
2176,7,6,yes,no
2177,7,8,yes,yes
2178,8,9,yes,yes
2179,10,9,yes,no
2180,10,11,yes,yes
2181,12,11,yes,no
2182,13,12,yes,no
2183,14,13,yes,no
2184,14,15,yes,yes
2185,16,15,yes,no
2186,17,16,yes,no
2187,1,0,yes,no
2188,1,2,yes,yes
2189,3,2,yes,no
2190,4,3,yes,no
2191,4,5,yes,yes
2192,6,5,yes,no
2193,6,7,yes,yes
2194,7,8,yes,yes
2195,8,9,yes,yes
2196,10,9,yes,no
2197,11,10,yes,no
2198,12,11,yes,no
2199,13,12,yes,no
2200,13,14,yes,yes
2201,15,14,yes,no
2202,15,16,yes,yes
2203,17,16,yes,no
2204,17,18,yes,yes
2205,19,18,yes,no
2206,19,20,yes,yes
2207,21,20,yes,no
2208,22,21,yes,no
2209,22,23,yes,yes
2210,24,23,yes,no
2211,25,24,yes,no
2212,25,26,yes,yes
2213,27,26,no,no
2214,27,28,yes,yes
2215,29,28,yes,no
2216,0,1,yes,yes
2217,1,2,yes,yes
2218,3,2,yes,no
2219,3,4,yes,yes
2220,4,5,yes,yes
2221,5,6,yes,yes
2222,7,6,yes,no
2223,8,7,yes,no
2224,9,8,yes,no
2225,10,9,yes,no
2226,10,11,yes,yes
2227,12,11,yes,no
2228,12,13,yes,yes
2229,13,14,yes,yes
2230,14,15,yes,yes
2231,16,15,yes,no
2232,17,16,yes,no
2233,17,18,yes,yes
2234,19,18,yes,no
2235,20,19,yes,no
2236,1,0,yes,no
2237,2,1,yes,no
2238,2,3,yes,yes
2239,3,4,yes,yes
2240,5,4,yes,no
2241,5,6,yes,yes
2242,7,6,yes,no
2243,8,7,yes,no
2244,8,9,yes,yes
2245,10,9,yes,no
2246,11,10,yes,no
2247,11,12,yes,yes
2248,13,12,yes,no
2249,13,14,yes,yes
2250,0,1,yes,yes
2251,2,1,yes,no
2252,3,2,yes,no
2253,4,3,yes,no
2254,5,4,yes,no
2255,5,6,yes,yes
2256,7,6,yes,no
2257,7,8,yes,yes
2258,8,9,yes,yes
2259,9,10,yes,yes
2260,11,10,yes,no
2261,12,11,yes,no
2262,12,13,yes,yes
2263,14,13,yes,no
2264,15,14,yes,no
2265,16,15,yes,no
2266,16,17,yes,yes
2267,17,18,yes,yes
2268,18,19,yes,yes
2269,20,19,yes,no
2270,20,21,yes,yes
2271,22,21,yes,no
2272,23,22,yes,no
2273,24,23,yes,no
2274,25,24,yes,no
2275,25,26,yes,yes
2276,0,1,yes,yes
2277,2,1,yes,no
2278,3,2,yes,no
2279,3,4,yes,yes
2280,5,4,no,no
2281,6,5,yes,no
2282,7,6,yes,no
2283,8,7,yes,no
2284,9,8,yes,no
2285,9,10,yes,yes
2286,10,11,yes,yes
2287,11,12,yes,yes
2288,12,13,yes,yes
2289,14,13,yes,no
2290,15,14,yes,no
2291,15,16,yes,yes
2292,16,17,yes,yes
2293,18,17,yes,no
2294,18,19,yes,yes
2295,19,20,no,yes
2296,0,1,yes,yes
2297,1,2,yes,yes
2298,3,2,yes,no
2299,3,4,yes,yes
2300,5,4,yes,no
2301,6,5,yes,no
2302,7,6,yes,no
2303,8,7,yes,no
2304,8,9,yes,yes
2305,9,10,yes,yes
2306,10,11,yes,yes
2307,0,1,yes,yes
2308,1,2,yes,yes
2309,3,2,yes,no
2310,3,4,yes,yes
2311,5,4,yes,no
2312,5,6,yes,yes
2313,6,7,yes,yes
2314,8,7,yes,no
2315,9,8,yes,no
2316,10,9,yes,no
2317,10,11,yes,yes
2318,11,12,yes,yes
2319,12,13,yes,yes
2320,13,14,yes,yes
2321,14,15,yes,yes
2322,16,15,yes,no
2323,17,16,yes,no
2324,17,18,yes,yes
2325,18,19,yes,yes
